Entry	Entry name	Protein names	Gene names
P48729	KC1A_HUMAN	Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1)	CSNK1A1
Q9UMS4	PRP19_HUMAN	Pre-mRNA-processing factor 19 (EC 2.3.2.27) (Nuclear matrix protein 200) (PRP19/PSO4 homolog) (hPso4) (RING-type E3 ubiquitin transferase PRP19) (Senescence evasion factor)	PRPF19 NMP200 PRP19 SNEV
Q9NZH4	PTTG3_HUMAN	Putative pituitary tumor-transforming gene 3 protein (hPTTG3) (Securin-3) (rcPTTG1)	PTTG3P PTTG3
Q96T37	RBM15_HUMAN	RNA-binding protein 15 (One-twenty two protein 1) (RNA-binding motif protein 15)	RBM15 OTT OTT1
Q9Y4B6	DCAF1_HUMAN	DDB1- and CUL4-associated factor 1 (HIV-1 Vpr-binding protein) (VprBP) (Serine/threonine-protein kinase VPRBP) (EC 2.7.11.1) (Vpr-interacting protein)	DCAF1 KIAA0800 RIP VPRBP
Q9NXF7	DCA16_HUMAN	DDB1- and CUL4-associated factor 16	DCAF16 C4orf30
Q9P055	JKAMP_HUMAN	JNK1/MAPK8-associated membrane protein (JKAMP) (JNK1-associated membrane protein) (JAMP) (Medulloblastoma antigen MU-MB-50.4)	JKAMP C14orf100 JAMP CDA06 HSPC213 HSPC327
Q96CA5	BIRC7_HUMAN	Baculoviral IAP repeat-containing protein 7 (EC 2.3.2.27) (Kidney inhibitor of apoptosis protein) (KIAP) (Livin) (Melanoma inhibitor of apoptosis protein) (ML-IAP) (RING finger protein 50) (RING-type E3 ubiquitin transferase BIRC7) [Cleaved into: Baculoviral IAP repeat-containing protein 7 30kDa subunit (Truncated livin) (p30-Livin) (tLivin)]	BIRC7 KIAP LIVIN MLIAP RNF50 UNQ5800/PRO19607/PRO21344
P55957	BID_HUMAN	BH3-interacting domain death agonist (p22 BID) (BID) [Cleaved into: BH3-interacting domain death agonist p15 (p15 BID); BH3-interacting domain death agonist p13 (p13 BID); BH3-interacting domain death agonist p11 (p11 BID)]	BID
P61978	HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP)	HNRNPK HNRPK
P11926	DCOR_HUMAN	Ornithine decarboxylase (ODC) (EC 4.1.1.17)	ODC1
Q9C086	IN80B_HUMAN	INO80 complex subunit B (High mobility group AT-hook 1-like 4) (IES2 homolog) (hIes2) (PAP-1-associated protein 1) (PAPA-1) (Zinc finger HIT domain-containing protein 4)	INO80B HMGA1L4 PAPA1 ZNHIT4
Q13829	BACD2_HUMAN	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2 (hBACURD2) (BTB/POZ domain-containing protein TNFAIP1) (Protein B12) (Tumor necrosis factor, alpha-induced protein 1, endothelial)	TNFAIP1 BACURD2 EDP1
P46379	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3
Q9P2K8	E2AK4_HUMAN	eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 4) (GCN2-like protein)	EIF2AK4 GCN2 KIAA1338
Q14332	FZD2_HUMAN	Frizzled-2 (Fz-2) (hFz2) (FzE2)	FZD2
Q8IVG9	HUNIN_HUMAN	Humanin (Humanin mitochondrial) (HNM)	MT-RNR2 HN
P31751	AKT2_HUMAN	RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC-PK-beta)	AKT2
O75955	FLOT1_HUMAN	Flotillin-1	FLOT1
Q9NQR9	G6PC2_HUMAN	Glucose-6-phosphatase 2 (G-6-Pase 2) (G6Pase 2) (EC 3.1.3.9) (Islet-specific glucose-6-phosphatase catalytic subunit-related protein)	G6PC2 IGRP
P98177	FOXO4_HUMAN	Forkhead box protein O4 (Fork head domain transcription factor AFX1)	FOXO4 AFX AFX1 MLLT7
Q96FZ2	HMCES_HUMAN	Abasic site processing protein HMCES (Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein) (ES cell-specific 5hmC-binding protein) (Peptidase HMCES) (EC 3.4.-.-) (SRAP domain-containing protein 1)	HMCES C3orf37 DC12 SRAPD1
Q9H6R0	DHX33_HUMAN	ATP-dependent RNA helicase DHX33 (EC 3.6.4.13) (DEAH box protein 33)	DHX33 DDX33
P59910	DJB13_HUMAN	DnaJ homolog subfamily B member 13 (Testis and spermatogenesis cell-related protein 6) (Testis spermatocyte apoptosis-related gene 6 protein) (Testis spermatogenesis apoptosis-related gene 3 protein) (Testis spermatogenesis apoptosis-related gene 6 protein)	DNAJB13 TSARG3 TSARG6
P60228	EIF3E_HUMAN	Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (Viral integration site protein INT-6 homolog) (eIF-3 p48)	EIF3E EIF3S6 INT6
Q96EF6	FBX17_HUMAN	F-box only protein 17 (F-box only protein 26)	FBXO17 FBG4 FBX17 FBX26 FBXO26
Q9ULW2	FZD10_HUMAN	Frizzled-10 (Fz-10) (hFz10) (FzE7) (CD antigen CD350)	FZD10
Q9NWU2	GID8_HUMAN	Glucose-induced degradation protein 8 homolog (Two hybrid-associated protein 1 with RanBPM) (Twa1)	GID8 C20orf11 TWA1
Q9BQA5	HINFP_HUMAN	Histone H4 transcription factor (Histone nuclear factor P) (HiNF-P) (MBD2-interacting zinc finger protein) (Methyl-CpG-binding protein 2-interacting zinc finger protein)	HINFP MIZF ZNF743
Q9BUP3	HTAI2_HUMAN	Oxidoreductase HTATIP2 (EC 1.1.1.-) (30 kDa HIV-1 TAT-interacting protein) (HIV-1 TAT-interactive protein 2)	HTATIP2 CC3 TIP30
Q9NRW3	ABC3C_HUMAN	DNA dC->dU-editing enzyme APOBEC-3C (A3C) (EC 3.5.4.38) (APOBEC1-like) (Phorbolin I)	APOBEC3C APOBEC1L PBI
Q13191	CBLB_HUMAN	E3 ubiquitin-protein ligase CBL-B (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene b) (RING finger protein 56) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)	CBLB RNF56 Nbla00127
Q8N7E2	CBLL2_HUMAN	E3 ubiquitin-protein ligase CBLL2 (EC 2.3.2.27) (Cbl proto-oncogene-like protein 2) (RING-type E3 ubiquitin transferase ZNF645) (Zinc finger protein 645) (c-Cbl-like protein 2)	CBLL2 ZNF645
Q9ULV1	FZD4_HUMAN	Frizzled-4 (Fz-4) (hFz4) (FzE4) (CD antigen CD344)	FZD4
Q96P47	AGAP3_HUMAN	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 (AGAP-3) (CRAM-associated GTPase) (CRAG) (Centaurin-gamma-3) (Cnt-g3) (MR1-interacting protein) (MRIP-1)	AGAP3 CENTG3
Q9H1A4	APC1_HUMAN	Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein)	ANAPC1 TSG24
O15033	AREL1_HUMAN	Apoptosis-resistant E3 ubiquitin protein ligase 1 (EC 2.3.2.26) (Apoptosis-resistant HECT-type E3 ubiquitin transferase 1)	AREL1 KIAA0317
Q8TB52	FBX30_HUMAN	F-box only protein 30	FBXO30 FBX30
Q9UKA1	FBXL5_HUMAN	F-box/LRR-repeat protein 5 (F-box and leucine-rich repeat protein 5) (F-box protein FBL4/FBL5) (p45SKP2-like protein)	FBXL5 FBL4 FBL5 FLR1
Q8N9B5	JMY_HUMAN	Junction-mediating and -regulatory protein	JMY
O96019	ACL6A_HUMAN	Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta) (BRG1-associated factor 53A) (BAF53A) (INO80 complex subunit K)	ACTL6A BAF53 BAF53A INO80K
Q13216	ERCC8_HUMAN	DNA excision repair protein ERCC-8 (Cockayne syndrome WD repeat protein CSA)	ERCC8 CKN1 CSA
Q9UK22	FBX2_HUMAN	F-box only protein 2	FBXO2 FBX2
Q9H461	FZD8_HUMAN	Frizzled-8 (Fz-8) (hFz8)	FZD8
Q9H2C0	GAN_HUMAN	Gigaxonin (Kelch-like protein 16)	GAN GAN1 KLHL16
Q6PI98	IN80C_HUMAN	INO80 complex subunit C (IES6 homolog) (hIes6)	INO80C C18orf37
Q8NEZ5	FBX22_HUMAN	F-box only protein 22 (F-box protein FBX22p44)	FBXO22 FBX22
Q96AE4	FUBP1_HUMAN	Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1) (DNA helicase V) (hDH V)	FUBP1
Q6Y1H2	HACD2_HUMAN	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 2) (HACD2) (Protein-tyrosine phosphatase-like member B)	HACD2 PTPLB
O14640	DVL1_HUMAN	Segment polarity protein dishevelled homolog DVL-1 (Dishevelled-1) (DSH homolog 1)	DVL1
Q9NRD1	FBX6_HUMAN	F-box only protein 6 (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	FBXO6 FBG2 FBS2 FBX6
Q96IG2	FXL20_HUMAN	F-box/LRR-repeat protein 20 (F-box and leucine-rich repeat protein 20) (F-box/LRR-repeat protein 2-like)	FBXL20 FBL2
O95352	ATG7_HUMAN	Ubiquitin-like modifier-activating enzyme ATG7 (ATG12-activating enzyme E1 ATG7) (Autophagy-related protein 7) (APG7-like) (hAGP7) (Ubiquitin-activating enzyme E1-like protein)	ATG7 APG7L
Q96SW2	CRBN_HUMAN	Protein cereblon	CRBN AD-006
Q5XUX0	FBX31_HUMAN	F-box only protein 31	FBXO31 FBX14 FBX31 PP2386
Q8TF61	FBX41_HUMAN	F-box only protein 41	FBXO41 FBX41 KIAA1940
Q9UJT9	FBXL7_HUMAN	F-box/LRR-repeat protein 7 (F-box and leucine-rich repeat protein 7) (F-box protein FBL6/FBL7)	FBXL7 FBL6 FBL7 KIAA0840
Q96CD0	FBXL8_HUMAN	F-box/LRR-repeat protein 8 (F-box and leucine-rich repeat protein 8) (F-box protein FBL8)	FBXL8 FBL8
P60033	CD81_HUMAN	CD81 antigen (26 kDa cell surface protein TAPA-1) (Target of the antiproliferative antibody 1) (Tetraspanin-28) (Tspan-28) (CD antigen CD81)	CD81 TAPA1 TSPAN28
P49450	CENPA_HUMAN	Histone H3-like centromeric protein A (Centromere autoantigen A) (Centromere protein A) (CENP-A)	CENPA
Q99708	CTIP_HUMAN	DNA endonuclease RBBP8 (EC 3.1.-.-) (CtBP-interacting protein) (CtIP) (Retinoblastoma-binding protein 8) (RBBP-8) (Retinoblastoma-interacting protein and myosin-like) (RIM) (Sporulation in the absence of SPO11 protein 2 homolog) (SAE2)	RBBP8 CTIP
P35638	DDIT3_HUMAN	DNA damage-inducible transcript 3 protein (DDIT-3) (C/EBP zeta) (C/EBP-homologous protein) (CHOP) (C/EBP-homologous protein 10) (CHOP-10) (CCAAT/enhancer-binding protein homologous protein) (Growth arrest and DNA damage-inducible protein GADD153)	DDIT3 CHOP CHOP10 GADD153
Q9H469	FXL15_HUMAN	F-box/LRR-repeat protein 15 (F-box only protein 37)	FBXL15 FBXO37
P49840	GSK3A_HUMAN	Glycogen synthase kinase-3 alpha (GSK-3 alpha) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3A) (EC 2.7.11.1)	GSK3A
Q99871	HAUS7_HUMAN	HAUS augmin-like complex subunit 7 (26S proteasome-associated UCH37-interacting protein 1) (UCHL5-interacting protein) (X-linked protein STS1769)	HAUS7 UCHL5IP UIP1
P00519	ABL1_HUMAN	Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150)	ABL1 ABL JTK7
Q13042	CDC16_HUMAN	Cell division cycle protein 16 homolog (Anaphase-promoting complex subunit 6) (APC6) (CDC16 homolog) (CDC16Hs) (Cyclosome subunit 6)	CDC16 ANAPC6
Q14C86	GAPD1_HUMAN	GTPase-activating protein and VPS9 domain-containing protein 1 (GAPex-5) (Rab5-activating protein 6)	GAPVD1 GAPEX5 KIAA1521 RAP6
Q9Y2T5	GPR52_HUMAN	G-protein coupled receptor 52	GPR52
Q9NWX5	ASB6_HUMAN	Ankyrin repeat and SOCS box protein 6 (ASB-6)	ASB6
P54252	ATX3_HUMAN	Ataxin-3 (EC 3.4.19.12) (Machado-Joseph disease protein 1) (Spinocerebellar ataxia type 3 protein)	ATXN3 ATX3 MJD MJD1 SCA3
Q13098	CSN1_HUMAN	COP9 signalosome complex subunit 1 (SGN1) (Signalosome subunit 1) (G protein pathway suppressor 1) (GPS-1) (JAB1-containing signalosome subunit 1) (Protein MFH)	GPS1 COPS1 CSN1
P61201	CSN2_HUMAN	COP9 signalosome complex subunit 2 (SGN2) (Signalosome subunit 2) (Alien homolog) (JAB1-containing signalosome subunit 2) (Thyroid receptor-interacting protein 15) (TR-interacting protein 15) (TRIP-15)	COPS2 CSN2 TRIP15
Q9UNS2	CSN3_HUMAN	COP9 signalosome complex subunit 3 (SGN3) (Signalosome subunit 3) (JAB1-containing signalosome subunit 3)	COPS3 CSN3
Q9BT78	CSN4_HUMAN	COP9 signalosome complex subunit 4 (SGN4) (Signalosome subunit 4) (JAB1-containing signalosome subunit 4)	COPS4 CSN4
Q9UBW8	CSN7A_HUMAN	COP9 signalosome complex subunit 7a (SGN7a) (Signalosome subunit 7a) (Dermal papilla-derived protein 10) (JAB1-containing signalosome subunit 7a)	COPS7A CSN7A DERP10
Q9H9Q2	CSN7B_HUMAN	COP9 signalosome complex subunit 7b (SGN7b) (Signalosome subunit 7b) (JAB1-containing signalosome subunit 7b)	COPS7B CSN7B
Q8N668	COMD1_HUMAN	COMM domain-containing protein 1 (Protein Murr1)	COMMD1 C2orf5 MURR1
Q5H9J7	BEX5_HUMAN	Protein BEX5 (Brain-expressed X-linked protein 5) (NGFRAP1-like protein 1) (Nerve growth factor receptor-associated protein 2)	BEX5 NADE2 NGFRAP1L1
Q9H3F6	BACD3_HUMAN	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 (hBACURD3) (BTB/POZ domain-containing protein KCTD10) (Potassium channel tetramerization domain-containing protein 10)	KCTD10 ULR061 MSTP028
P24385	CCND1_HUMAN	G1/S-specific cyclin-D1 (B-cell lymphoma 1 protein) (BCL-1) (BCL-1 oncogene) (PRAD1 oncogene)	CCND1 BCL1 PRAD1
O96020	CCNE2_HUMAN	G1/S-specific cyclin-E2	CCNE2
Q9P126	CLC1B_HUMAN	C-type lectin domain family 1 member B (C-type lectin-like receptor 2) (CLEC-2)	CLEC1B CLEC2 UNQ721/PRO1384
Q14999	CUL7_HUMAN	Cullin-7 (CUL-7)	CUL7 KIAA0076
Q13619	CUL4A_HUMAN	Cullin-4A (CUL-4A)	CUL4A
Q13561	DCTN2_HUMAN	Dynactin subunit 2 (50 kDa dynein-associated polypeptide) (Dynactin complex 50 kDa subunit) (DCTN-50) (p50 dynamitin)	DCTN2 DCTN50
Q9Y6B2	EID1_HUMAN	EP300-interacting inhibitor of differentiation 1 (21 kDa pRb-associated protein) (CREBBP/EP300 inhibitory protein 1) (E1A-like inhibitor of differentiation 1) (EID-1)	EID1 C15orf3 CRI1 RBP21 PNAS-22 PTD014
Q86XS8	GOLI_HUMAN	E3 ubiquitin-protein ligase RNF130 (EC 2.3.2.27) (Goliath homolog) (H-Goliath) (RING finger protein 130) (RING-type E3 ubiquitin transferase RNF130)	RNF130
Q86UT8	CATAC_HUMAN	Centrosomal AT-AC splicing factor (Coiled-coil domain-containing protein 84)	CENATAC CCDC84 DLNB14
Q9NQ11	AT132_HUMAN	Polyamine-transporting ATPase 13A2 (EC 7.6.2.-)	ATP13A2 PARK9
P49407	ARRB1_HUMAN	Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2)	ARRB1 ARR1
Q9UJX2	CDC23_HUMAN	Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Cyclosome subunit 8)	CDC23 ANAPC8
Q09472	EP300_HUMAN	Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-)	EP300 P300
Q8IUX4	ABC3F_HUMAN	DNA dC->dU-editing enzyme APOBEC-3F (EC 3.5.4.38) (Apolipoprotein B mRNA-editing enzyme catalytic polypeptide-like 3F) (A3F)	APOBEC3F
Q92624	APBP2_HUMAN	Amyloid protein-binding protein 2 (Amyloid beta precursor protein-binding protein 2) (APP-BP2) (Protein interacting with APP tail 1)	APPBP2 KIAA0228 PAT1
P41182	BCL6_HUMAN	B-cell lymphoma 6 protein (BCL-6) (B-cell lymphoma 5 protein) (BCL-5) (Protein LAZ-3) (Zinc finger and BTB domain-containing protein 27) (Zinc finger protein 51)	BCL6 BCL5 LAZ3 ZBTB27 ZNF51
P43146	DCC_HUMAN	Netrin receptor DCC (Colorectal cancer suppressor) (Immunoglobulin superfamily DCC subclass member 1) (Tumor suppressor protein DCC)	DCC IGDCC1
Q9UP38	FZD1_HUMAN	Frizzled-1 (Fz-1) (hFz1) (FzE1)	FZD1
O14867	BACH1_HUMAN	Transcription regulator protein BACH1 (BTB and CNC homolog 1) (HA2303)	BACH1
Q15078	CD5R1_HUMAN	Cyclin-dependent kinase 5 activator 1 (CDK5 activator 1) (Cyclin-dependent kinase 5 regulatory subunit 1) (TPKII regulatory subunit) [Cleaved into: Cyclin-dependent kinase 5 activator 1, p35 (p35); Cyclin-dependent kinase 5 activator 1, p25 (p25) (Tau protein kinase II 23 kDa subunit) (p23)]	CDK5R1 CDK5R NCK5A
Q8WWL7	CCNB3_HUMAN	G2/mitotic-specific cyclin-B3	CCNB3 CYCB3
Q9NSE2	CISH_HUMAN	Cytokine-inducible SH2-containing protein (CIS) (CIS-1) (Protein G18) (Suppressor of cytokine signaling) (SOCS)	CISH G18
P29323	EPHB2_HUMAN	Ephrin type-B receptor 2 (EC 2.7.10.1) (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3) [Cleaved into: EphB2/CTF1; EphB2/CTF2]	EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5
Q8TF40	FNIP1_HUMAN	Folliculin-interacting protein 1	FNIP1 KIAA1961
Q14254	FLOT2_HUMAN	Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1)	FLOT2 ESA1 M17S1
P57775	FBXW4_HUMAN	F-box/WD repeat-containing protein 4 (Dactylin) (F-box and WD-40 domain-containing protein 4)	FBXW4 FBW4 SHFM3
Q9UKT7	FBXL3_HUMAN	F-box/LRR-repeat protein 3 (F-box and leucine-rich repeat protein 3A) (F-box/LRR-repeat protein 3A)	FBXL3 FBL3A FBXL3A
Q9NR71	ASAH2_HUMAN	Neutral ceramidase (N-CDase) (NCDase) (EC 3.5.1.-) (EC 3.5.1.23) (Acylsphingosine deacylase 2) (BCDase) (LCDase) (hCD) (N-acylsphingosine amidohydrolase 2) (Non-lysosomal ceramidase) [Cleaved into: Neutral ceramidase soluble form]	ASAH2 HNAC1
Q8TDB6	DTX3L_HUMAN	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L) (Rhysin-2) (Rhysin2)	DTX3L BBAP
Q9UM11	FZR1_HUMAN	Fizzy-related protein homolog (Fzr) (CDC20-like protein 1) (Cdh1/Hct1 homolog) (hCDH1)	FZR1 CDH1 FYR FZR KIAA1242
O00144	FZD9_HUMAN	Frizzled-9 (Fz-9) (hFz9) (FzE6) (CD antigen CD349)	FZD9 FZD3
O43303	CP110_HUMAN	Centriolar coiled-coil protein of 110 kDa (Centrosomal protein of 110 kDa) (CP110) (Cep110)	CCP110 CEP110 CP110 KIAA0419
Q03060	CREM_HUMAN	cAMP-responsive element modulator (Inducible cAMP early repressor) (ICER)	CREM
Q13547	HDAC1_HUMAN	Histone deacetylase 1 (HD1) (EC 3.5.1.98)	HDAC1 RPD3L1
P13716	HEM2_HUMAN	Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	ALAD
Q00613	HSF1_HUMAN	Heat shock factor protein 1 (HSF 1) (Heat shock transcription factor 1) (HSTF 1)	HSF1 HSTF1
P25054	APC_HUMAN	Adenomatous polyposis coli protein (Protein APC) (Deleted in polyposis 2.5)	APC DP2.5
O75084	FZD7_HUMAN	Frizzled-7 (Fz-7) (hFz7) (FzE3)	FZD7
Q92990	GLMN_HUMAN	Glomulin (FK506-binding protein-associated protein) (FAP) (FKBP-associated protein)	GLMN FAP48 FAP68 VMGLOM
Q7L5D6	GET4_HUMAN	Golgi to ER traffic protein 4 homolog (Conserved edge-expressed protein) (Transmembrane domain recognition complex 35 kDa subunit) (TRC35)	GET4 C7orf20 CEE TRC35 CGI-20
Q5GLZ8	HERC4_HUMAN	Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4)	HERC4 KIAA1593
P78368	KC1G2_HUMAN	Casein kinase I isoform gamma-2 (CKI-gamma 2) (EC 2.7.11.1)	CSNK1G2 CK1G2
O95715	CXL14_HUMAN	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14 MIP2G NJAC SCYB14 PSEC0212 UNQ240/PRO273
Q16531	DDB1_HUMAN	DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe)	DDB1 XAP1
P00748	FA12_HUMAN	Coagulation factor XII (EC 3.4.21.38) (Hageman factor) (HAF) [Cleaved into: Coagulation factor XIIa heavy chain; Beta-factor XIIa part 1; Coagulation factor XIIa light chain (Beta-factor XIIa part 2)]	F12
Q9UKB1	FBW1B_HUMAN	F-box/WD repeat-containing protein 11 (F-box and WD repeats protein beta-TrCP2) (F-box/WD repeat-containing protein 1B) (Homologous to Slimb protein) (HOS)	FBXW11 BTRCP2 FBW1B FBXW1B KIAA0696
Q8WWX0	ASB5_HUMAN	Ankyrin repeat and SOCS box protein 5 (ASB-5)	ASB5
Q9Y5K6	CD2AP_HUMAN	CD2-associated protein (Adapter protein CMS) (Cas ligand with multiple SH3 domains)	CD2AP
P38432	COIL_HUMAN	Coilin (p80-coilin)	COIL CLN80
Q7L5N1	CSN6_HUMAN	COP9 signalosome complex subunit 6 (SGN6) (Signalosome subunit 6) (JAB1-containing signalosome subunit 6) (MOV34 homolog) (Vpr-interacting protein) (hVIP)	COPS6 CSN6 HVIP
Q14653	IRF3_HUMAN	Interferon regulatory factor 3 (IRF-3)	IRF3
Q02556	IRF8_HUMAN	Interferon regulatory factor 8 (IRF-8) (Interferon consensus sequence-binding protein) (H-ICSBP) (ICSBP)	IRF8 ICSBP1
P06746	DPOLB_HUMAN	DNA polymerase beta (EC 2.7.7.7) (EC 4.2.99.-)	POLB
Q9NV70	EXOC1_HUMAN	Exocyst complex component 1 (Exocyst complex component Sec3)	EXOC1 SEC3 SEC3L1 BM-012
Q92616	GCN1_HUMAN	eIF-2-alpha kinase activator GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1) (HsGCN1)	GCN1 GCN1L1 KIAA0219
Q9UJP4	KLH21_HUMAN	Kelch-like protein 21	KLHL21 KIAA0469
Q5VTR2	BRE1A_HUMAN	E3 ubiquitin-protein ligase BRE1A (BRE1-A) (hBRE1) (EC 2.3.2.27) (RING finger protein 20) (RING-type E3 ubiquitin transferase BRE1A)	RNF20 BRE1A
Q96BR5	COA7_HUMAN	Cytochrome c oxidase assembly factor 7 (Beta-lactamase hcp-like protein) (Respiratory chain assembly factor 1) (Sel1 repeat-containing protein 1)	COA7 C1orf163 RESA1 SELRC1
Q9UKT4	FBX5_HUMAN	F-box only protein 5 (Early mitotic inhibitor 1)	FBXO5 EMI1 FBX5
Q99684	GFI1_HUMAN	Zinc finger protein Gfi-1 (Growth factor independent protein 1) (Zinc finger protein 163)	GFI1 ZNF163
Q13227	GPS2_HUMAN	G protein pathway suppressor 2 (GPS-2)	GPS2
Q9BYM8	HOIL1_HUMAN	RanBP-type and C3HC4-type zinc finger-containing protein 1 (EC 2.3.2.31) (HBV-associated factor 4) (Heme-oxidized IRP2 ubiquitin ligase 1) (HOIL-1) (Hepatitis B virus X-associated protein 4) (RING finger protein 54) (RING-type E3 ubiquitin transferase HOIL-1) (Ubiquitin-conjugating enzyme 7-interacting protein 3)	RBCK1 C20orf18 RNF54 UBCE7IP3 XAP3 XAP4
O14920	IKKB_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta (I-kappa-B-kinase beta) (IKK-B) (IKK-beta) (IkBKB) (EC 2.7.11.10) (I-kappa-B kinase 2) (IKK2) (Nuclear factor NF-kappa-B inhibitor kinase beta) (NFKBIKB) (Serine/threonine protein kinase IKBKB) (EC 2.7.11.1)	IKBKB IKKB
Q9UKT5	FBX4_HUMAN	F-box only protein 4	FBXO4 FBX4
Q9NXK8	FXL12_HUMAN	F-box/LRR-repeat protein 12 (F-box and leucine-rich repeat protein 12) (F-box protein FBL12)	FBXL12 FBL12
Q9Y283	INVS_HUMAN	Inversin (Inversion of embryo turning homolog) (Nephrocystin-2)	INVS INV NPHP2
Q96PQ7	KLHL5_HUMAN	Kelch-like protein 5	KLHL5
Q9UBN7	HDAC6_HUMAN	Histone deacetylase 6 (HD6) (EC 3.5.1.98) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-)	HDAC6 KIAA0901 JM21
Q15034	HERC3_HUMAN	Probable E3 ubiquitin-protein ligase HERC3 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 3) (HECT-type E3 ubiquitin transferase HERC3)	HERC3 KIAA0032
O97980	HMHB1_HUMAN	Minor histocompatibility protein HB-1 [Cleaved into: Minor histocompatibility antigen HB-1 (mHag HB-1)]	HMHB1
Q9H765	ASB8_HUMAN	Ankyrin repeat and SOCS box protein 8 (ASB-8)	ASB8 PP14212
Q92905	CSN5_HUMAN	COP9 signalosome complex subunit 5 (SGN5) (Signalosome subunit 5) (EC 3.4.-.-) (Jun activation domain-binding protein 1)	COPS5 CSN5 JAB1
Q8WTU0	DDI1_HUMAN	Protein DDI1 homolog 1 (EC 3.4.23.-)	DDI1
Q99527	GPER1_HUMAN	G-protein coupled estrogen receptor 1 (Chemoattractant receptor-like 2) (Flow-induced endothelial G-protein coupled receptor 1) (FEG-1) (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30) (GPCR-Br) (IL8-related receptor DRY12) (Lymphocyte-derived G-protein coupled receptor) (LYGPR) (Membrane estrogen receptor) (mER)	GPER1 CEPR CMKRL2 DRY12 GPER GPR30
